!Geocad Enterprise Edition 1.1
!2018-10-31 15:17:08
!#BLOCK0=BLOCK0
!$Наименование
!$Код
#BLOCK0
$
$2663230
+0
1	346388,31	4327321,12
2	346396,5	4327320,76
3	346412,43	4327327,95
4	346448,9	4327372,76
5	346446,74	4327417,74
6	346437,05	4327607,29
7	346441,07	4327785,55
8	346445,26	4327970,83
9	346456,34	4328193,02
10	346425,76	4328216,6
11	346266,73	4328202,24
12	346140,2	4328203,59
13	345951,07	4328209,51
14	345618,42	4328239,43
15	345413,33	4328295,94
16	345245,18	4328289,64
17	345142,82	4328283,42
18	344916,23	4328270,28
19	344728,21	4328255,93
20	344516,06	4328241,27
21	344294,14	4328226,6
22	344185,18	4328343,55
23	344125,37	4328412,23
24	344018,3	4328543,02
25	343884,04	4328702,25
26	343797,59	4328804,78
27	343576,67	4329069,59
28	343449,88	4329219,2
29	343328,12	4329367,05
30	343194,43	4329527,11
31	343078,71	4329665,64
32	342962,28	4329805,36
33	342827,89	4329963,98
34	342712,03	4330102,11
35	342588,65	4330249,55
36	342508,22	4330344,79
37	342385,87	4330492,49
38	342252,77	4330647,87
39	342080,58	4330820,3
40	342023,37	4330914,29
41	341934,49	4331033,22
42	341791,51	4331194,96
43	341684,54	4331315,73
44	341560,1	4331454,49
45	341428,46	4331604,71
46	341294,83	4331753,96
47	341147,09	4331902,15
48	341008	4332058,2
49	340889,97	4332195,44
50	340761,83	4332338,9
51	340621,83	4332495,19
52	340490,49	4332642,04
53	340359,36	4332789,21
54	340196,13	4332974,69
55	340086,23	4333093,29
56	339953,84	4333235,39
57	339815,53	4333383,65
58	339675,67	4333435,23
59	339537,98	4333483,89
60	339432,81	4333523,84
61	339270,81	4333589,21
62	339092,59	4333662,16
63	338971,15	4333712,03
64	338924,83	4333886,78
65	338879,63	4334089,26
66	338846,7	4334223,85
67	338791,55	4334458,86
68	338747,58	4334603,53
69	338596,17	4334705,11
70	338445,77	4334801,61
71	338303,95	4334891,9
72	338185,17	4334968,53
73	338080,61	4335066,61
74	337892,73	4335153,58
75	337803,56	4335205,8
76	337660,97	4335342,5
77	337369,89	4335676,03
78	337241,93	4335812,95
79	337145,4	4335920,07
80	337002,02	4336060,87
81	336895,02	4336177,13
82	336857,88	4336208,14
83	336805,13	4336289,08
84	336605,12	4336504,54
85	336550,18	4336546,92
86	336532,75	4336524,86
87	336526,06	4336516,07
88	336579,1	4336475,33
89	336774,56	4336264,65
90	336828,57	4336181,78
91	336868,1	4336148,82
92	336973,66	4336034,1
93	337117,65	4335892,66
94	337213,07	4335786,71
95	337340,73	4335650,13
96	337633,35	4335314,95
97	337780,2	4335174,28
98	337874,52	4335119,04
99	338058,77	4335033,64
100	338161,04	4334937,64
101	338282,86	4334859,09
102	338425,67	4334768,37
103	338574,59	4334672,62
104	338714,58	4334578,55
105	338754,04	4334448,15
106	338808,75	4334214,85
107	338841,61	4334080,57
108	338886,85	4333877,91
109	338938,59	4333683,49
110	339077,78	4333626,08
111	339256,08	4333553,1
112	339418,4	4333487,6
113	339524,34	4333447,35
114	339662,29	4333398,59
115	339793,91	4333350,05
116	339925,29	4333208,82
117	340057,65	4333066,76
118	340167,02	4332948,73
119	340330,12	4332763,4
120	340461,38	4332616,09
121	340592,85	4332469,09
122	340732,82	4332316,95
123	340860,43	4332169,97
124	340978,54	4332032,64
125	341118,33	4331875,79
126	341266,85	4331726,8
127	341399,2	4331578,93
128	341530,84	4331428,7
129	341655,39	4331289,83
130	341762,29	4331169,12
131	341904,13	4331008,63
132	341990,87	4330892,49
133	342049,22	4330796,83
134	342225,3	4330620,88
135	342355,54	4330468,87
136	342478,19	4330319,91
137	342559,78	4330224,41
138	342682,13	4330077,07
139	342798,05	4329938,88
140	342932,37	4329780,33
141	343050,23	4329641,41
142	343164,5	4329502,1
143	343298,06	4329342,21
144	343419,86	4329194,3
145	343546,77	4329044,55
146	343766,66	4328780,92
147	343854,23	4328677,11
148	343988,21	4328518,21
149	344095,93	4328386,68
150	344155,98	4328317,69
151	344278,42	4328186,46
152	344518,95	4328202,31
153	344730,97	4328217,03
154	344918,99	4328231,44
155	345145,11	4328244,49
156	345246,88	4328250,68
157	345408,06	4328256,8
158	345611,47	4328200,83
159	345949,28	4328170,54
160	346139,18	4328164,6
161	346269,28	4328163,31
162	346416,04	4328176,72
163	346406,29	4327972,45
164	346402,08	4327786,43
165	346398,03	4327606,86
166	346407,79	4327415,76
167	346409,3	4327385,96
168	346388,44	4327360,08
169	346388,31	4327355,63
170	346388,31	4327321,12
