!Geocad Enterprise Edition 1.1
!2018-10-31 15:17:08
!#BLOCK0=BLOCK0
!$Наименование
!$Код
#BLOCK0
$
$2663230
+0
1	351876,1	4326921,65
2	351875,52	4326962,69
3	351830,64	4327034,7
4	351650,18	4327028,89
5	351523,78	4327017,44
6	351526,68	4327171,67
7	351532,46	4327340,68
8	351395,12	4327393,83
9	351251,88	4327453,42
10	351124,72	4327507,28
11	350982,07	4327565,32
12	350825,9	4327617,15
13	350751,2	4327552,54
14	350667,45	4327544,38
15	350594,45	4327632,71
16	350510,75	4327657,68
17	350438,2	4327664,81
18	350263,1	4327674,81
19	350132,62	4327677,74
20	350024,83	4327674,01
21	349886,12	4327674,46
22	349761,72	4327672,99
23	349738,43	4327612,67
24	349569,24	4327614,01
25	349432,61	4327597,96
26	349277,71	4327601,81
27	349138,95	4327603,76
28	348993,97	4327605,81
29	348889,61	4327606,91
30	348865,46	4327715,38
31	348851,9	4327721,51
32	348844,42	4327730,14
33	348826,23	4327730,4
34	348859,56	4327570,3
35	348993,48	4327568,81
36	349138,43	4327566,76
37	349277,09	4327564,82
38	349434,21	4327560,8
39	349572,4	4327577,13
40	349763,2	4327575,85
41	349787,56	4327636,41
42	349886,39	4327637,46
43	350025,06	4327637,01
44	350133,37	4327640,74
45	350261,94	4327637,83
46	350435,04	4327627,94
47	350503,44	4327621,41
48	350574,8	4327600,12
49	350650,28	4327505,86
50	350767,9	4327515,97
51	350833,69	4327574,75
52	350967,79	4327531,18
53	351110,65	4327473,06
54	351237,61	4327419,28
55	351381,57	4327359,4
56	351494,87	4327315,67
57	351489,69	4327172,52
58	351486,58	4326977,48
59	351652,87	4326991,98
60	351810,13	4326996,96
61	351852,12	4326930,29
62	351867,78	4326921,65
63	351876,1	4326921,65
